artist,artist_name,title,year,wikiart_url,painting_url,image_url,width,height,styles,media,genres,tags,location,galleries,period,description
pierre-bonnard,Pierre Bonnard,Woman in a Green Dress in a Garden,1892,https://www.wikiart.org/en/pierre-bonnard/woman-in-a-green-dress-in-a-garden,woman-in-a-green-dress-in-a-garden,https://uploads2.wikiart.org/images/pierre-bonnard/woman-in-a-green-dress-in-a-garden.jpg!Large.jpg,488,600,Post-Impressionism,oil|canvas,genre painting,Tree|Plant,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Child at Table,1893,https://www.wikiart.org/en/pierre-bonnard/child-at-table-1893,child-at-table-1893,https://uploads5.wikiart.org/images/pierre-bonnard/child-at-table-1893.jpg!Large.jpg,616,600,Post-Impressionism,oil|panel,genre painting,Child,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Street in Eragny-sur-Oise or Dogs in Eragny,1893,https://www.wikiart.org/en/pierre-bonnard/street-in-eragny-sur-oise-or-dogs-in-eragny-1893,street-in-eragny-sur-oise-or-dogs-in-eragny-1893,https://uploads7.wikiart.org/images/pierre-bonnard/street-in-eragny-sur-oise-or-dogs-in-eragny-1893.jpg!Large.jpg,449,600,Post-Impressionism,oil|panel,cityscape,Canidae,,,,
pierre-bonnard,Pierre Bonnard,Family Scene,1893,https://www.wikiart.org/en/pierre-bonnard/family-1893,family-1893,https://uploads6.wikiart.org/images/pierre-bonnard/family-1893.jpg!Large.jpg,338,600,Japonism,lithography,portrait,family-portraits|Text,,"National Gallery of Canada, Ottawa, Canada",,"Upon his enrollment at the Academie Julian, Pierre Bonnard joined with four of his fellow artist friends to form the Les Nabis group of artists. The avant-garde group, influenced by the Impressionist, was impressed by Paul Gauguin’s use of color and decorative patterns to express feelings and elicit an emotional response from the viewer. This lithograph is an example of Bonnard’s use of blocks of color and decorative patterns in the Les Nabis style. The woman in the lithograph is the artist’s sister Andree Terasse, holding her son Jean. In the bottom right hand corner is the artist himself. "
pierre-bonnard,Pierre Bonnard,"At the Races, Longchamp",1894,https://www.wikiart.org/en/pierre-bonnard/at-the-races-longchamp-1894,at-the-races-longchamp-1894,https://uploads4.wikiart.org/images/pierre-bonnard/at-the-races-longchamp-1894.jpg!Large.jpg,559,600,Post-Impressionism,oil|panel,genre painting,Horse racing|Horse trainer,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Figures in the Street,1894,https://www.wikiart.org/en/pierre-bonnard/figures-in-the-street-1894,figures-in-the-street-1894,https://uploads3.wikiart.org/images/pierre-bonnard/figures-in-the-street-1894.jpg!Large.jpg,625,600,Post-Impressionism,,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,The White Cat,1894,https://www.wikiart.org/en/pierre-bonnard/the-white-cat-1894,the-white-cat-1894,https://uploads4.wikiart.org/images/pierre-bonnard/the-white-cat-1894.jpg!Large.jpg,376,600,Japonism,oil|canvas,animal painting,Tree|Canidae,,"Musée d'Orsay, Paris, France",,
pierre-bonnard,Pierre Bonnard,Woman on the Street,1894,https://www.wikiart.org/en/pierre-bonnard/woman-on-the-street-1894,woman-on-the-street-1894,https://uploads1.wikiart.org/images/pierre-bonnard/woman-on-the-street-1894.jpg!Large.jpg,511,600,Post-Impressionism,oil|panel,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Woman Washing Her Feet,1894,https://www.wikiart.org/en/pierre-bonnard/woman-washing-her-feet-1894,woman-washing-her-feet-1894,https://uploads4.wikiart.org/images/pierre-bonnard/woman-washing-her-feet-1894.jpg!Large.jpg,492,600,Post-Impressionism,oil|panel,genre painting,Mythology,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Young Girl with Umbrella,1894,https://www.wikiart.org/en/pierre-bonnard/young-girl-with-umbrella-1894,young-girl-with-umbrella-1894,https://uploads6.wikiart.org/images/pierre-bonnard/young-girl-with-umbrella-1894.jpg!Large.jpg,398,600,Post-Impressionism,oil|panel,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,At the Fence,1895,https://www.wikiart.org/en/pierre-bonnard/at-the-fence-1895,at-the-fence-1895,https://uploads3.wikiart.org/images/pierre-bonnard/at-the-fence-1895.jpg!Large.jpg,685,600,Post-Impressionism,gouache|paper,genre painting,Tree,,"Hermitage Museum, Saint Petersburg, Russia",,
pierre-bonnard,Pierre Bonnard,Carriage Horse,1895,https://www.wikiart.org/en/pierre-bonnard/carriage-horse,carriage-horse,https://uploads0.wikiart.org/images/pierre-bonnard/carriage-horse.jpg!Large.jpg,412,600,Post-Impressionism,oil|panel,genre painting,,,,,
pierre-bonnard,Pierre Bonnard,Child Eating Cherries,1895,https://www.wikiart.org/en/pierre-bonnard/child-eating-cherries-1895,child-eating-cherries-1895,https://uploads3.wikiart.org/images/pierre-bonnard/child-eating-cherries-1895.jpg!Large.jpg,455,600,Post-Impressionism,oil|canvas,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,On the Track,1895,https://www.wikiart.org/en/pierre-bonnard/on-the-track-1895,on-the-track-1895,https://uploads3.wikiart.org/images/pierre-bonnard/on-the-track-1895.jpg!Large.jpg,373,600,Post-Impressionism,oil|panel,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Woman at Her Window,1895,https://www.wikiart.org/en/pierre-bonnard/woman-at-her-window,woman-at-her-window,https://uploads5.wikiart.org/images/pierre-bonnard/woman-at-her-window.jpg!Large.jpg,456,600,Post-Impressionism,oil|panel,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Intimacy,1896,https://www.wikiart.org/en/pierre-bonnard/intimit-1896,intimit-1896,https://uploads7.wikiart.org/images/pierre-bonnard/intimit-1896.jpg!Large.jpg,570,600,Japonism,oil|canvas,genre painting,couples|Tobacco pipe|Pattern|Wallpaper,,"Musée d'Orsay, Paris, France",,
pierre-bonnard,Pierre Bonnard,"Nannies' promenade, frieze of carriages",1896,https://www.wikiart.org/en/pierre-bonnard/nannies-promenade-frieze-of-carriages-1896,nannies-promenade-frieze-of-carriages-1896,https://uploads5.wikiart.org/images/pierre-bonnard/not_detected_221940.jpg!Large.jpg,395,600,Post-Impressionism,lithography,design,Text|Graphic design|Room,,,,
pierre-bonnard,Pierre Bonnard,Parisian Boulevard,1896,https://www.wikiart.org/en/pierre-bonnard/parisian-boulevard-1896,parisian-boulevard-1896,https://uploads0.wikiart.org/images/pierre-bonnard/parisian-boulevard-1896.jpg!Large.jpg,750,302,Post-Impressionism,lithography,cityscape,,,"Bibliothèque nationale de France (BnF), Paris, France",,
pierre-bonnard,Pierre Bonnard,At the Circus,1897,https://www.wikiart.org/en/pierre-bonnard/at-the-circus-1897,at-the-circus-1897,https://uploads4.wikiart.org/images/pierre-bonnard/at-the-circus-1897.jpg!Large.jpg,714,600,Post-Impressionism,oil|panel,genre painting,Tradition,,Private Collection,,
pierre-bonnard,Pierre Bonnard,The Lunch of the Little Ones,1897,https://www.wikiart.org/en/pierre-bonnard/the-lunch-of-the-little-ones,the-lunch-of-the-little-ones,https://uploads5.wikiart.org/images/pierre-bonnard/the-lunch-of-the-little-ones.jpg!Large.jpg,750,566,Intimism,oil|panel,genre painting,,,"Musée des Beaux-Arts de Nancy, Nancy, France",,
pierre-bonnard,Pierre Bonnard,Ice Palace,1898,https://www.wikiart.org/en/pierre-bonnard/ice-palace,ice-palace,https://uploads5.wikiart.org/images/pierre-bonnard/ice-palace.jpg!Large.jpg,447,600,Post-Impressionism,oil|cardboard,portrait,Orange,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Sitting Woman with a Cat,1898,https://www.wikiart.org/en/pierre-bonnard/sitting-woman-with-a-cat-1898,sitting-woman-with-a-cat-1898,https://uploads6.wikiart.org/images/pierre-bonnard/sitting-woman-with-a-cat-1898.jpg!Large.jpg,172,600,Japonism,oil|canvas,portrait,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Woman in a Blue Pelerine,1898,https://www.wikiart.org/en/pierre-bonnard/woman-in-a-blue-pelerine-1898,woman-in-a-blue-pelerine-1898,https://uploads6.wikiart.org/images/pierre-bonnard/woman-in-a-blue-pelerine-1898.jpg!Large.jpg,169,600,Japonism,oil|canvas,portrait,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Woman in a Checked Dress,1898,https://www.wikiart.org/en/pierre-bonnard/woman-in-a-checked-dress-1898,woman-in-a-checked-dress-1898,https://uploads6.wikiart.org/images/pierre-bonnard/woman-in-a-checked-dress-1898.jpg!Large.jpg,172,600,Japonism,oil|canvas,portrait,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Woman in a Polka Dot Dress,1898,https://www.wikiart.org/en/pierre-bonnard/woman-in-a-polka-dot-dress-1898,woman-in-a-polka-dot-dress-1898,https://uploads8.wikiart.org/images/pierre-bonnard/woman-in-a-polka-dot-dress-1898.jpg!Large.jpg,177,600,Japonism,oil|canvas,portrait,Organism,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Young Woman Before the Window,1898,https://www.wikiart.org/en/pierre-bonnard/young-woman-before-the-window-1898,young-woman-before-the-window-1898,https://uploads1.wikiart.org/images/pierre-bonnard/young-woman-before-the-window-1898.jpg,721,556,Post-Impressionism,oil|canvas,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Children and Kid,1899,https://www.wikiart.org/en/pierre-bonnard/children-and-kid,children-and-kid,https://uploads2.wikiart.org/images/pierre-bonnard/children-and-kid.jpg!Large.jpg,202,600,Post-Impressionism,oil|canvas,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Children Playing in a Garden,1899,https://www.wikiart.org/en/pierre-bonnard/children-playing-in-a-garden-1899,children-playing-in-a-garden-1899,https://uploads1.wikiart.org/images/pierre-bonnard/children-playing-in-a-garden-1899.jpg!Large.jpg,750,489,Post-Impressionism,oil|panel,genre painting,Tree|Organism,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Dauphine Landscape,1899,https://www.wikiart.org/en/pierre-bonnard/dauphine-landscape,dauphine-landscape,https://uploads3.wikiart.org/images/pierre-bonnard/dauphine-landscape.jpg,509,405,Post-Impressionism,oil|canvas,landscape,,,"Hermitage Museum, Saint Petersburg, Russia",,
pierre-bonnard,Pierre Bonnard,Little Girl with a Cat,1899,https://www.wikiart.org/en/pierre-bonnard/little-girl-with-a-cat-1899,little-girl-with-a-cat-1899,https://uploads3.wikiart.org/images/pierre-bonnard/little-girl-with-a-cat-1899.jpg,558,576,Post-Impressionism,,genre painting,Mythology,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Lunch at Le Grand Lamps,1899,https://www.wikiart.org/en/pierre-bonnard/lunch-at-le-grand-lamps-1899,lunch-at-le-grand-lamps-1899,https://uploads5.wikiart.org/images/pierre-bonnard/lunch-at-le-grand-lamps-1899.jpg!Large.jpg,692,600,Intimism,oil|canvas,genre painting,,,,,
pierre-bonnard,Pierre Bonnard,The Luncheon,1899,https://www.wikiart.org/en/pierre-bonnard/the-luncheon-1899,the-luncheon-1899,https://uploads3.wikiart.org/images/pierre-bonnard/the-luncheon-1899.jpg!Large.jpg,750,565,Intimism,oil|cardboard,genre painting,,,"E.G. Bührle Foundation, Zürich, Switzerland",,
pierre-bonnard,Pierre Bonnard,The Merchant of Four Seasons,1899,https://www.wikiart.org/en/pierre-bonnard/the-merchant-of-four-seasons-1899,the-merchant-of-four-seasons-1899,https://uploads1.wikiart.org/images/pierre-bonnard/the-merchant-of-four-seasons-1899.jpg!Large.jpg,690,600,Post-Impressionism,oil|canvas,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,"Woman Reclining on a Bed, or The Indolent Woman",1899,https://www.wikiart.org/en/pierre-bonnard/woman-reclining-on-a-bed-or-the-indolent-woman-1899,woman-reclining-on-a-bed-or-the-indolent-woman-1899,https://uploads0.wikiart.org/images/pierre-bonnard/woman-reclining-on-a-bed-or-the-indolent-woman-1899.jpg,604,502,Intimism,oil|canvas,nude painting (nu),,,"Musée d'Orsay, Paris, France",,
pierre-bonnard,Pierre Bonnard,Girl with a Dog in the Park at Grand Lemps (also known as Dauphine),1900,https://www.wikiart.org/en/pierre-bonnard/girl-with-a-dog-in-the-park-at-grand-lemps-also-known-as-dauphine-1900,girl-with-a-dog-in-the-park-at-grand-lemps-also-known-as-dauphine-1900,https://uploads2.wikiart.org/images/pierre-bonnard/girl-with-a-dog-in-the-park-at-grand-lemps-also-known-as-dauphine-1900.jpg!Large.jpg,750,552,Post-Impressionism,oil|panel,landscape,Tree,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Man and Woman,1900,https://www.wikiart.org/en/pierre-bonnard/man-and-woman-1900,man-and-woman-1900,https://uploads4.wikiart.org/images/pierre-bonnard/man-and-woman-1900.jpg!Large.jpg,365,600,Intimism,oil|canvas,nude painting (nu),,,"Musée d'Orsay, Paris, France",,
pierre-bonnard,Pierre Bonnard,Untitled (Woman on balcony),1900,https://www.wikiart.org/en/pierre-bonnard/untitled-woman-on-balcony-1900,untitled-woman-on-balcony-1900,https://uploads5.wikiart.org/images/pierre-bonnard/not_detected_221939.jpg!Large.jpg,397,600,Post-Impressionism,lithography,design,Text|Room,,,,
pierre-bonnard,Pierre Bonnard,Sea Landscape,1900,https://www.wikiart.org/en/pierre-bonnard/sea-landscape-1900,sea-landscape-1900,https://uploads3.wikiart.org/images/pierre-bonnard/sea-landscape-1900.jpg,400,380,Post-Impressionism,,genre painting,,,,,
pierre-bonnard,Pierre Bonnard,Siesta,1900,https://www.wikiart.org/en/pierre-bonnard/siesta-1900,siesta-1900,https://uploads6.wikiart.org/images/pierre-bonnard/siesta-1900.jpg!Large.jpg,721,600,Intimism,oil|canvas,nude painting (nu),Mythology,,"National Gallery of Victoria (NGV), Melbourne, Australia",,
pierre-bonnard,Pierre Bonnard,The Bourgeois Afternoon or The Terrasse Family,1900,https://www.wikiart.org/en/pierre-bonnard/the-bourgeois-afternoon-or-the-terrasse-family-1900,the-bourgeois-afternoon-or-the-terrasse-family-1900,https://uploads1.wikiart.org/images/pierre-bonnard/the-bourgeois-afternoon-or-the-terrasse-family-1900.jpg!Large.jpg,750,523,Post-Impressionism,oil|canvas,genre painting,Holy places,,"Musée d'Orsay, Paris, France",,
pierre-bonnard,Pierre Bonnard,The Washing,1900,https://www.wikiart.org/en/pierre-bonnard/the-washing-1900,the-washing-1900,https://uploads2.wikiart.org/images/pierre-bonnard/the-washing-1900.jpg!Large.jpg,375,600,Post-Impressionism,oil|panel,genre painting,,,"Southampton City Art Gallery, Southampton, UK",,
pierre-bonnard,Pierre Bonnard,Woman in Black Stockings,1900,https://www.wikiart.org/en/pierre-bonnard/woman-in-black-stockings,woman-in-black-stockings,https://uploads1.wikiart.org/images/pierre-bonnard/woman-in-black-stockings.jpg!Large.jpg,750,562,Intimism,,nude painting (nu),Lady,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Woman with Black Stockings,1900,https://www.wikiart.org/en/pierre-bonnard/woman-with-black-stockings-1900,woman-with-black-stockings-1900,https://uploads8.wikiart.org/images/pierre-bonnard/woman-with-black-stockings-1900.jpg!Large.jpg,463,600,Post-Impressionism,,genre painting,Sitting,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Boulevard des Batignolles,1901,https://www.wikiart.org/en/pierre-bonnard/boulevard-des-batignolles,boulevard-des-batignolles,https://uploads2.wikiart.org/images/pierre-bonnard/boulevard-des-batignolles.jpg!Large.jpg,361,600,Post-Impressionism,oil|canvas,cityscape,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Misia at the Piano (also known as Portrait of Misia Natanson),1902,https://www.wikiart.org/en/pierre-bonnard/misia-at-the-piano-also-known-as-portrait-of-misia-natanson,misia-at-the-piano-also-known-as-portrait-of-misia-natanson,https://uploads0.wikiart.org/images/pierre-bonnard/misia-at-the-piano-also-known-as-portrait-of-misia-natanson.jpg!Large.jpg,504,600,Post-Impressionism,oil|canvas,portrait,Lady,,Private Collection,,
pierre-bonnard,Pierre Bonnard,The Terrasse Children with Black Dog,1902,https://www.wikiart.org/en/pierre-bonnard/the-terrasse-children-with-black-dog-1902,the-terrasse-children-with-black-dog-1902,https://uploads0.wikiart.org/images/pierre-bonnard/the-terrasse-children-with-black-dog-1902.jpg!Large.jpg,657,600,Intimism,oil|canvas,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,The Red Garter,1904,https://www.wikiart.org/en/pierre-bonnard/the-red-garter-1904,the-red-garter-1904,https://uploads5.wikiart.org/images/pierre-bonnard/the-red-garter-1904.jpg!Large.jpg,408,600,Intimism,oil|canvas,portrait,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Ambroise Vollard,1905,https://www.wikiart.org/en/pierre-bonnard/ambroise-vollard,ambroise-vollard,https://uploads1.wikiart.org/images/pierre-bonnard/ambroise-vollard.jpg,676,527,Post-Impressionism,oil|canvas,portrait,Sitting,,"Kunsthaus Zürich, Zürich, Switzerland",,
pierre-bonnard,Pierre Bonnard,Boats in Port at Low Tide,1905,https://www.wikiart.org/en/pierre-bonnard/boats-in-port-at-low-tide-1905,boats-in-port-at-low-tide-1905,https://uploads7.wikiart.org/images/pierre-bonnard/boats-in-port-at-low-tide-1905.jpg!Large.jpg,604,600,Post-Impressionism,oil|canvas,cityscape,Boat|Vehicle,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Going Rowing,1905,https://www.wikiart.org/en/pierre-bonnard/going-rowing-1905,going-rowing-1905,https://uploads3.wikiart.org/images/pierre-bonnard/going-rowing-1905.jpg!Large.jpg,750,559,Post-Impressionism,oil|canvas,landscape,Water|Leaf,,Private Collection,,
pierre-bonnard,Pierre Bonnard,"Marthe and the dog, Black",1905,https://www.wikiart.org/en/pierre-bonnard/marthe-and-the-dog-black-1905,marthe-and-the-dog-black-1905,https://uploads6.wikiart.org/images/pierre-bonnard/marthe-and-the-dog-black-1905.jpg!Large.jpg,714,600,Intimism,oil|panel,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Playing Catch (also known as Children in a Garden),1905,https://www.wikiart.org/en/pierre-bonnard/playing-catch-also-known-as-children-in-a-garden-1905,playing-catch-also-known-as-children-in-a-garden-1905,https://uploads3.wikiart.org/images/pierre-bonnard/playing-catch-also-known-as-children-in-a-garden-1905.jpg!Large.jpg,750,536,Post-Impressionism,oil|canvas,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,The Pont des Arts,1905,https://www.wikiart.org/en/pierre-bonnard/the-pont-des-arts-1905,the-pont-des-arts-1905,https://uploads8.wikiart.org/images/pierre-bonnard/the-pont-des-arts-1905.jpg!Large.jpg,750,585,Post-Impressionism,oil|panel|card,cityscape,Sky,,Private Collection,,
pierre-bonnard,Pierre Bonnard,The Yacht,1905,https://www.wikiart.org/en/pierre-bonnard/the-yacht-1905,the-yacht-1905,https://uploads0.wikiart.org/images/pierre-bonnard/the-yacht-1905.jpg!Large.jpg,729,600,Post-Impressionism,,genre painting,,,,,
pierre-bonnard,Pierre Bonnard,"Two Elegant Ladies, Place de Clichy",1905,https://www.wikiart.org/en/pierre-bonnard/two-elegant-place-de-clichy-1905,two-elegant-place-de-clichy-1905,https://uploads0.wikiart.org/images/pierre-bonnard/two-elegant-place-de-clichy-1905.jpg!Large.jpg,497,600,Post-Impressionism,oil|panel,genre painting,streets-and-squares|Lady,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Eiffel Tower and The Seine,1906,https://www.wikiart.org/en/pierre-bonnard/eiffel-tower-and-the-seine,eiffel-tower-and-the-seine,https://uploads3.wikiart.org/images/pierre-bonnard/eiffel-tower-and-the-seine.jpg!Large.jpg,692,600,Post-Impressionism,oil|canvas,cityscape,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Study for Profile of a Woman in a Bow Tie,1906,https://www.wikiart.org/en/pierre-bonnard/study-for-profile-of-a-woman-in-a-bow-tie,study-for-profile-of-a-woman-in-a-bow-tie,https://uploads0.wikiart.org/images/pierre-bonnard/study-for-profile-of-a-woman-in-a-bow-tie.jpg!Large.jpg,443,600,Post-Impressionism,oil|canvas,portrait,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Tall Nude (also known as Woman Nude Standing),1906,https://www.wikiart.org/en/pierre-bonnard/tall-nude-also-known-as-woman-nude-standing-1906,tall-nude-also-known-as-woman-nude-standing-1906,https://uploads7.wikiart.org/images/pierre-bonnard/tall-nude-also-known-as-woman-nude-standing-1906.jpg!Large.jpg,331,600,Post-Impressionism,oil|canvas,nude painting (nu),Lady|Figure drawing|Sitting|Human body,,Private Collection,,
pierre-bonnard,Pierre Bonnard,The House of Misia Sert,1906,https://www.wikiart.org/en/pierre-bonnard/the-house-of-misia-sert-1906,the-house-of-misia-sert-1906,https://uploads5.wikiart.org/images/pierre-bonnard/the-house-of-misia-sert-1906.jpg!Large.jpg,740,600,Post-Impressionism,canvas|tempera,cityscape,Building|House,,"Musée d'Orsay, Paris, France",,
pierre-bonnard,Pierre Bonnard,The Letter,1906,https://www.wikiart.org/en/pierre-bonnard/the-letter-1906,the-letter-1906,https://uploads1.wikiart.org/images/pierre-bonnard/the-letter-1906.jpg!Large.jpg,510,600,Post-Impressionism,,portrait,,,,,
pierre-bonnard,Pierre Bonnard,Woman with Dog (also known as Marthe Bonnard and Her Dog),1906,https://www.wikiart.org/en/pierre-bonnard/woman-with-dog-also-known-as-marthe-bonnard-and-her-dog-1906,woman-with-dog-also-known-as-marthe-bonnard-and-her-dog-1906,https://uploads1.wikiart.org/images/pierre-bonnard/woman-with-dog-also-known-as-marthe-bonnard-and-her-dog-1906.jpg!Large.jpg,629,600,Post-Impressionism,oil|canvas,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Young Womwn in an Interior,1906,https://www.wikiart.org/en/pierre-bonnard/young-womwn-in-an-interior-1906,young-womwn-in-an-interior-1906,https://uploads8.wikiart.org/images/pierre-bonnard/young-womwn-in-an-interior-1906.jpg!Large.jpg,543,600,Post-Impressionism,,genre painting,,,Private Collection,,
pierre-bonnard,Pierre Bonnard,In the Bathroom,1907,https://www.wikiart.org/en/pierre-bonnard/in-the-bathroom-1907,in-the-bathroom-1907,https://uploads6.wikiart.org/images/pierre-bonnard/in-the-bathroom-1907.jpg!Large.jpg,388,600,Post-Impressionism,oil|panel,nude painting (nu),female-nude|Bathroom sink,,"Tate Britain, London, UK",,
pierre-bonnard,Pierre Bonnard,Woman leaning,1907,https://www.wikiart.org/en/pierre-bonnard/woman-leaning-1907,woman-leaning-1907,https://uploads4.wikiart.org/images/pierre-bonnard/woman-leaning-1907.jpg!Large.jpg,708,600,Intimism,,nude painting (nu),,,,,
pierre-bonnard,Pierre Bonnard,The Cherry Tart,1908,https://www.wikiart.org/en/pierre-bonnard/cherry-pie-1908,cherry-pie-1908,https://uploads1.wikiart.org/images/pierre-bonnard/cherry-pie-1908.jpg!Large.jpg,726,600,Post-Impressionism,oil|canvas,genre painting,Meal|Tree|Dessert,,Private Collection,,
pierre-bonnard,Pierre Bonnard,Mirror on the Wash Stand,1908,https://www.wikiart.org/en/pierre-bonnard/mirror-on-the-wash-stand-1908,mirror-on-the-wash-stand-1908,https://uploads6.wikiart.org/images/pierre-bonnard/mirror-on-the-wash-stand-1908.jpg!Large.jpg,464,600,Intimism,oil|canvas,genre painting,,,"Pushkin Museum, Moscow, Russia",,
pierre-bonnard,Pierre Bonnard,Misia,1908,https://www.wikiart.org/en/pierre-bonnard/misia-1908,misia-1908,https://uploads5.wikiart.org/images/pierre-bonnard/misia-1908.jpg!Large.jpg,454,600,Post-Impressionism,oil|canvas,portrait,Lady,,"Thyssen-Bornemisza Museum, Madrid, Spain",,
